nome,siglaPartido,siglaUf,urlFoto
JOSE STÉDILE,PSB,RS,http://www.camara.leg.br/internet/deputado/bandep/160607.jpg
JOSI NUNES,PROS,TO,http://www.camara.leg.br/internet/deputado/bandep/114941.jpg
JOSIAS GOMES,PT,BA,http://www.camara.leg.br/internet/deputado/bandep/74141.jpg
JOSUÉ BENGTSON,PTB,PA,http://www.camara.leg.br/internet/deputado/bandep/74351.jpg
JOVAIR ARANTES,PTB,GO,http://www.camara.leg.br/internet/deputado/bandep/73666.jpg
JOZI ARAÚJO,PODE,AP,http://www.camara.leg.br/internet/deputado/bandep/178851.jpg
JÚLIA MARINHO,PSC,PA,http://www.camara.leg.br/internet/deputado/bandep/67312.jpg
JULIÃO AMIN,PDT,MA,http://www.camara.leg.br/internet/deputado/bandep/141474.jpg
JÚLIO CESAR,PSD,PI,http://www.camara.leg.br/internet/deputado/bandep/74317.jpg
JÚLIO DELGADO,PSB,MG,http://www.camara.leg.br/internet/deputado/bandep/73586.jpg
JULIO LOPES,PP,RJ,http://www.camara.leg.br/internet/deputado/bandep/74253.jpg
JUNIOR MARRECA,PATRI,MA,http://www.camara.leg.br/internet/deputado/bandep/178885.jpg
JUNJI ABE,MDB,SP,http://www.camara.leg.br/internet/deputado/bandep/160544.jpg
JUSCELINO FILHO,DEM,MA,http://www.camara.leg.br/internet/deputado/bandep/178886.jpg
JUTAHY JUNIOR,PSDB,BA,http://www.camara.leg.br/internet/deputado/bandep/74570.jpg
KAIO MANIÇOBA,SD,PE,http://www.camara.leg.br/internet/deputado/bandep/178918.jpg
KEIKO OTA,PSB,SP,http://www.camara.leg.br/internet/deputado/bandep/160659.jpg
LAERCIO OLIVEIRA,PP,SE,http://www.camara.leg.br/internet/deputado/bandep/151208.jpg
LAERTE BESSA,PR,DF,http://www.camara.leg.br/internet/deputado/bandep/141478.jpg
LAUDIVIO CARVALHO,PODE,MG,http://www.camara.leg.br/internet/deputado/bandep/178894.jpg
LAURA CARNEIRO,DEM,RJ,http://www.camara.leg.br/internet/deputado/bandep/74856.jpg
LÁZARO BOTELHO,PP,TO,http://www.camara.leg.br/internet/deputado/bandep/141480.jpg
LEANDRE,PV,PR,http://www.camara.leg.br/internet/deputado/bandep/178832.jpg
LELO COIMBRA,MDB,ES,http://www.camara.leg.br/internet/deputado/bandep/141562.jpg
LEO DE BRITO,PT,AC,http://www.camara.leg.br/internet/deputado/bandep/178825.jpg
LEONARDO MONTEIRO,PT,MG,http://www.camara.leg.br/internet/deputado/bandep/74156.jpg
LEONARDO PICCIANI,MDB,RJ,http://www.camara.leg.br/internet/deputado/bandep/74254.jpg
LEONARDO QUINTÃO,MDB,MG,http://www.camara.leg.br/internet/deputado/bandep/141482.jpg
LEÔNIDAS CRISTINO,PDT,CE,http://www.camara.leg.br/internet/deputado/bandep/74299.jpg
LEOPOLDO MEYER,PSB,PR,http://www.camara.leg.br/internet/deputado/bandep/160663.jpg
LINCOLN PORTELA,PR,MG,http://www.camara.leg.br/internet/deputado/bandep/74585.jpg
LINDOMAR GARÇON,PRB,RO,http://www.camara.leg.br/internet/deputado/bandep/141483.jpg
LOBBE NETO,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/74277.jpg
LUANA COSTA,PSC,MA,http://www.camara.leg.br/internet/deputado/bandep/81366.jpg
LUCAS VERGILIO,SD,GO,http://www.camara.leg.br/internet/deputado/bandep/178879.jpg
LUCIANA SANTOS,PCdoB,PE,http://www.camara.leg.br/internet/deputado/bandep/160628.jpg
LUCIANO DUCCI,PSB,PR,http://www.camara.leg.br/internet/deputado/bandep/178931.jpg
LUCIO MOSQUINI,MDB,RO,http://www.camara.leg.br/internet/deputado/bandep/178954.jpg
LÚCIO VALE,PR,PA,http://www.camara.leg.br/internet/deputado/bandep/141484.jpg
LUCIO VIEIRA LIMA,MDB,BA,http://www.camara.leg.br/internet/deputado/bandep/94931.jpg
LUIS CARLOS HEINZE,PP,RS,http://www.camara.leg.br/internet/deputado/bandep/73483.jpg
LUIS TIBÉ,AVANTE,MG,http://www.camara.leg.br/internet/deputado/bandep/160510.jpg
LUIZ CARLOS HAULY,PSDB,PR,http://www.camara.leg.br/internet/deputado/bandep/73778.jpg
LUIZ CARLOS RAMOS ,PR,RJ,http://www.camara.leg.br/internet/deputado/bandep/178802.jpg
LUIZ CLÁUDIO,PR,RO,http://www.camara.leg.br/internet/deputado/bandep/178955.jpg
LUIZ COUTO,PT,PB,http://www.camara.leg.br/internet/deputado/bandep/74041.jpg
LUIZ FERNANDO FARIA,PP,MG,http://www.camara.leg.br/internet/deputado/bandep/141487.jpg
LUIZ LAURO FILHO,PSB,SP,http://www.camara.leg.br/internet/deputado/bandep/178982.jpg
LUIZ NISHIMORI,PR,PR,http://www.camara.leg.br/internet/deputado/bandep/162332.jpg
LUIZ SÉRGIO,PT,RJ,http://www.camara.leg.br/internet/deputado/bandep/74688.jpg
LUIZA ERUNDINA,PSOL,SP,http://www.camara.leg.br/internet/deputado/bandep/74784.jpg
LUIZIANNE LINS,PT,CE,http://www.camara.leg.br/internet/deputado/bandep/178866.jpg
MACEDO,PP,CE,http://www.camara.leg.br/internet/deputado/bandep/178867.jpg
MAGDA MOFATTO,PR,GO,http://www.camara.leg.br/internet/deputado/bandep/166402.jpg
MAJOR OLIMPIO,PSL,SP,http://www.camara.leg.br/internet/deputado/bandep/178826.jpg
MANDETTA,DEM,MS,http://www.camara.leg.br/internet/deputado/bandep/160633.jpg
MARA GABRILLI,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/160565.jpg
MARCELO ÁLVARO ANTÔNIO,PSL,MG,http://www.camara.leg.br/internet/deputado/bandep/179000.jpg
MARCELO ARO,PHS,MG,http://www.camara.leg.br/internet/deputado/bandep/146788.jpg
MARCELO CASTRO,MDB,PI,http://www.camara.leg.br/internet/deputado/bandep/74460.jpg
MARCELO DELAROLI,PR,RJ,http://www.camara.leg.br/internet/deputado/bandep/195826.jpg
MARCELO MATOS,PSD,RJ,http://www.camara.leg.br/internet/deputado/bandep/76287.jpg
MARCELO ORTIZ,PODE,SP,http://www.camara.leg.br/internet/deputado/bandep/74278.jpg
MARCELO SQUASSONI,PRB,SP,http://www.camara.leg.br/internet/deputado/bandep/118594.jpg
MARCIO ALVINO,PR,SP,http://www.camara.leg.br/internet/deputado/bandep/178983.jpg
MÁRCIO BIOLCHI,MDB,RS,http://www.camara.leg.br/internet/deputado/bandep/179001.jpg
MÁRCIO MARINHO,PRB,BA,http://www.camara.leg.br/internet/deputado/bandep/150418.jpg
MARCO ANTÔNIO CABRAL,MDB,RJ,http://www.camara.leg.br/internet/deputado/bandep/178942.jpg
MARCO MAIA,PT,RS,http://www.camara.leg.br/internet/deputado/bandep/133373.jpg
MARCO TEBALDI,PSDB,SC,http://www.camara.leg.br/internet/deputado/bandep/160536.jpg
MARCON,PT,RS,http://www.camara.leg.br/internet/deputado/bandep/160535.jpg
MARCONDES GADELHA,PSC,PB,http://www.camara.leg.br/internet/deputado/bandep/74470.jpg
MARCOS ABRÃO,PPS,GO,http://www.camara.leg.br/internet/deputado/bandep/178880.jpg
MARCOS MONTES,PSD,MG,http://www.camara.leg.br/internet/deputado/bandep/141500.jpg
MARCOS REATEGUI,PSD,AP,http://www.camara.leg.br/internet/deputado/bandep/178852.jpg
MARCOS ROGÉRIO,DEM,RO,http://www.camara.leg.br/internet/deputado/bandep/167722.jpg
MARCOS SOARES,DEM,RJ,http://www.camara.leg.br/internet/deputado/bandep/178943.jpg
MARCUS PESTANA,PSDB,MG,http://www.camara.leg.br/internet/deputado/bandep/159238.jpg
MARCUS VICENTE,PP,ES,http://www.camara.leg.br/internet/deputado/bandep/74235.jpg
MARGARIDA SALOMÃO,PT,MG,http://www.camara.leg.br/internet/deputado/bandep/171619.jpg
MARIA DO ROSÁRIO,PT,RS,http://www.camara.leg.br/internet/deputado/bandep/74398.jpg
MARIA HELENA,MDB,RR,http://www.camara.leg.br/internet/deputado/bandep/64960.jpg
MARIANA CARVALHO,PSDB,RO,http://www.camara.leg.br/internet/deputado/bandep/178956.jpg
MARINALDO ROSENDO,PP,PE,http://www.camara.leg.br/internet/deputado/bandep/178919.jpg
MARINHA RAUPP,MDB,RO,http://www.camara.leg.br/internet/deputado/bandep/74177.jpg
MÁRIO HERINGER,PDT,MG,http://www.camara.leg.br/internet/deputado/bandep/74158.jpg
MÁRIO NEGROMONTE JR.,PP,BA,http://www.camara.leg.br/internet/deputado/bandep/178858.jpg
MARX BELTRÃO,PSD,AL,http://www.camara.leg.br/internet/deputado/bandep/178843.jpg
MAURO LOPES,MDB,MG,http://www.camara.leg.br/internet/deputado/bandep/74749.jpg
MAURO MARIANI,MDB,SC,http://www.camara.leg.br/internet/deputado/bandep/141507.jpg
MENDONÇA FILHO,DEM,PE,http://www.camara.leg.br/internet/deputado/bandep/74428.jpg
MIGUEL CORRÊA,PT,MG,http://www.camara.leg.br/internet/deputado/bandep/141509.jpg
MIGUEL HADDAD,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/178984.jpg
MIGUEL LOMBARDI,PR,SP,http://www.camara.leg.br/internet/deputado/bandep/178985.jpg
MILTON MONTI,PR,SP,http://www.camara.leg.br/internet/deputado/bandep/74787.jpg
MIRO TEIXEIRA,REDE,RJ,http://www.camara.leg.br/internet/deputado/bandep/74862.jpg
MISAEL VARELLA,PSD,MG,http://www.camara.leg.br/internet/deputado/bandep/178895.jpg
MISSIONÁRIO JOSÉ OLIMPIO,DEM,SP,http://www.camara.leg.br/internet/deputado/bandep/160561.jpg
MOSES RODRIGUES,MDB,CE,http://www.camara.leg.br/internet/deputado/bandep/178997.jpg
NELSON MARQUEZELLI,PTB,SP,http://www.camara.leg.br/internet/deputado/bandep/73553.jpg
NELSON MEURER,PP,PR,http://www.camara.leg.br/internet/deputado/bandep/73781.jpg
NELSON PELLEGRINO,PT,BA,http://www.camara.leg.br/internet/deputado/bandep/74571.jpg
NEWTON CARDOSO JR,MDB,MG,http://www.camara.leg.br/internet/deputado/bandep/178896.jpg
NILSON LEITÃO,PSDB,MT,http://www.camara.leg.br/internet/deputado/bandep/166401.jpg
NILSON PINTO,PSDB,PA,http://www.camara.leg.br/internet/deputado/bandep/74352.jpg
NILTO TATTO,PT,SP,http://www.camara.leg.br/internet/deputado/bandep/178986.jpg
NILTON CAPIXABA,PTB,RO,http://www.camara.leg.br/internet/deputado/bandep/74359.jpg
NIVALDO ALBUQUERQUE,PTB,AL,http://www.camara.leg.br/internet/deputado/bandep/194260.jpg
NORMA AYUB,DEM,ES,http://www.camara.leg.br/internet/deputado/bandep/66179.jpg
ODAIR CUNHA,PT,MG,http://www.camara.leg.br/internet/deputado/bandep/74159.jpg
ODORICO MONTEIRO,PSB,CE,http://www.camara.leg.br/internet/deputado/bandep/178868.jpg
ONYX LORENZONI,DEM,RS,http://www.camara.leg.br/internet/deputado/bandep/74399.jpg
ORLANDO SILVA,PCdoB,SP,http://www.camara.leg.br/internet/deputado/bandep/178987.jpg
OSMAR BERTOLDI,DEM,PR,http://www.camara.leg.br/internet/deputado/bandep/180545.jpg
OSMAR SERRAGLIO,PP,PR,http://www.camara.leg.br/internet/deputado/bandep/73463.jpg
OSMAR TERRA,MDB,RS,http://www.camara.leg.br/internet/deputado/bandep/73692.jpg
OSVALDO MAFRA,SD,SC,http://www.camara.leg.br/internet/deputado/bandep/202063.jpg
OTAVIO LEITE,PSDB,RJ,http://www.camara.leg.br/internet/deputado/bandep/141515.jpg
PADRE JOÃO,PT,MG,http://www.camara.leg.br/internet/deputado/bandep/160556.jpg
PAES LANDIM,PTB,PI,http://www.camara.leg.br/internet/deputado/bandep/74319.jpg
PASTOR EURICO,PATRI,PE,http://www.camara.leg.br/internet/deputado/bandep/160642.jpg
PATRUS ANANIAS,PT,MG,http://www.camara.leg.br/internet/deputado/bandep/74160.jpg
PAUDERNEY AVELINO,DEM,AM,http://www.camara.leg.br/internet/deputado/bandep/74095.jpg
PAULÃO,PT,AL,http://www.camara.leg.br/internet/deputado/bandep/171617.jpg
PAULO ABI-ACKEL,PSDB,MG,http://www.camara.leg.br/internet/deputado/bandep/141516.jpg
PAULO AZI,DEM,BA,http://www.camara.leg.br/internet/deputado/bandep/178860.jpg
PAULO FEIJÓ,PR,RJ,http://www.camara.leg.br/internet/deputado/bandep/74017.jpg
PAULO FOLETTO,PSB,ES,http://www.camara.leg.br/internet/deputado/bandep/160517.jpg
PAULO FREIRE,PR,SP,http://www.camara.leg.br/internet/deputado/bandep/160558.jpg
PAULO MAGALHÃES,PSD,BA,http://www.camara.leg.br/internet/deputado/bandep/74574.jpg
PAULO PEREIRA DA SILVA,SD,SP,http://www.camara.leg.br/internet/deputado/bandep/141518.jpg
PAULO PIMENTA,PT,RS,http://www.camara.leg.br/internet/deputado/bandep/74400.jpg
PAULO TEIXEIRA,PT,SP,http://www.camara.leg.br/internet/deputado/bandep/141488.jpg
PEDRO CHAVES,MDB,GO,http://www.camara.leg.br/internet/deputado/bandep/74812.jpg
PEDRO CUNHA LIMA,PSDB,PB,http://www.camara.leg.br/internet/deputado/bandep/178912.jpg
PEDRO FERNANDES,PTB,MA,http://www.camara.leg.br/internet/deputado/bandep/74449.jpg
PEDRO PAULO,DEM,RJ,http://www.camara.leg.br/internet/deputado/bandep/122158.jpg
PEDRO UCZAI,PT,SC,http://www.camara.leg.br/internet/deputado/bandep/160604.jpg
PEDRO VILELA,PSDB,AL,http://www.camara.leg.br/internet/deputado/bandep/178844.jpg
PEPE VARGAS,PT,RS,http://www.camara.leg.br/internet/deputado/bandep/141445.jpg
POMPEO DE MATTOS,PDT,RS,http://www.camara.leg.br/internet/deputado/bandep/73486.jpg
PR. MARCO FELICIANO,PODE,SP,http://www.camara.leg.br/internet/deputado/bandep/160601.jpg
PROF. GEDEÃO AMORIM,MDB,AM,http://www.camara.leg.br/internet/deputado/bandep/200153.jpg
PROFESSOR PACCO,PODE,DF,http://www.camara.leg.br/internet/deputado/bandep/204011.jpg
PROFESSOR VICTÓRIO GALLI,PSL,MT,http://www.camara.leg.br/internet/deputado/bandep/148134.jpg
PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,http://www.camara.leg.br/internet/deputado/bandep/160639.jpg
PROFESSORA MARCIVANIA,PCdoB,AP,http://www.camara.leg.br/internet/deputado/bandep/160641.jpg
RAFAEL MOTTA,PSB,RN,http://www.camara.leg.br/internet/deputado/bandep/178951.jpg
RAIMUNDO GOMES DE MATOS,PSDB,CE,http://www.camara.leg.br/internet/deputado/bandep/74216.jpg
RAQUEL MUNIZ,PSD,MG,http://www.camara.leg.br/internet/deputado/bandep/178998.jpg
REGINALDO LOPES,PT,MG,http://www.camara.leg.br/internet/deputado/bandep/74161.jpg
REINHOLD STEPHANES,PSD,PR,http://www.camara.leg.br/internet/deputado/bandep/73786.jpg
REJANE DIAS,PT,PI,http://www.camara.leg.br/internet/deputado/bandep/178925.jpg
REMÍDIO MONAI,PR,RR,http://www.camara.leg.br/internet/deputado/bandep/178960.jpg
RENATO ANDRADE,PP,MG,http://www.camara.leg.br/internet/deputado/bandep/171620.jpg
RENATO MOLLING,PP,RS,http://www.camara.leg.br/internet/deputado/bandep/141527.jpg
RENZO BRAZ,PP,MG,http://www.camara.leg.br/internet/deputado/bandep/160654.jpg
RICARDO BARROS,PP,PR,http://www.camara.leg.br/internet/deputado/bandep/73788.jpg
RICARDO IZAR,PP,SP,http://www.camara.leg.br/internet/deputado/bandep/160655.jpg
RICARDO TEOBALDO,PODE,PE,http://www.camara.leg.br/internet/deputado/bandep/178920.jpg
RICARDO TRIPOLI,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/141472.jpg
ROBERTO ALVES,PRB,SP,http://www.camara.leg.br/internet/deputado/bandep/152610.jpg
ROBERTO BALESTRA,PP,GO,http://www.camara.leg.br/internet/deputado/bandep/73674.jpg
ROBERTO BRITTO,PP,BA,http://www.camara.leg.br/internet/deputado/bandep/141529.jpg
ROBERTO DE LUCENA,PODE,SP,http://www.camara.leg.br/internet/deputado/bandep/160653.jpg
ROBERTO SALES,DEM,RJ,http://www.camara.leg.br/internet/deputado/bandep/178944.jpg
ROCHA,PSDB,AC,http://www.camara.leg.br/internet/deputado/bandep/178840.jpg
RODRIGO DE CASTRO,PSDB,MG,http://www.camara.leg.br/internet/deputado/bandep/141531.jpg
RODRIGO GARCIA,DEM,SP,http://www.camara.leg.br/internet/deputado/bandep/88950.jpg
RODRIGO MAIA,DEM,RJ,http://www.camara.leg.br/internet/deputado/bandep/74693.jpg
RODRIGO MARTINS,PSB,PI,http://www.camara.leg.br/internet/deputado/bandep/178926.jpg
RODRIGO PACHECO,DEM,MG,http://www.camara.leg.br/internet/deputado/bandep/178897.jpg
ROGÉRIO MARINHO,PSDB,RN,http://www.camara.leg.br/internet/deputado/bandep/141535.jpg
ROGÉRIO PENINHA MENDONÇA,MDB,SC,http://www.camara.leg.br/internet/deputado/bandep/160651.jpg
RONALDO BENEDET,MDB,SC,http://www.camara.leg.br/internet/deputado/bandep/160515.jpg
RONALDO CARLETTO,PP,BA,http://www.camara.leg.br/internet/deputado/bandep/178861.jpg
RONALDO LESSA,PDT,AL,http://www.camara.leg.br/internet/deputado/bandep/178845.jpg
RONALDO MARTINS,PRB,CE,http://www.camara.leg.br/internet/deputado/bandep/122466.jpg
RONALDO NOGUEIRA,PTB,RS,http://www.camara.leg.br/internet/deputado/bandep/163321.jpg
RÔNEY NEMER,PP,DF,http://www.camara.leg.br/internet/deputado/bandep/178870.jpg
ROSANGELA GOMES,PRB,RJ,http://www.camara.leg.br/internet/deputado/bandep/178945.jpg
ROSSONI,PSDB,PR,http://www.camara.leg.br/internet/deputado/bandep/178935.jpg
RUBENS BUENO,PPS,PR,http://www.camara.leg.br/internet/deputado/bandep/73466.jpg
RUBENS OTONI,PT,GO,http://www.camara.leg.br/internet/deputado/bandep/74371.jpg
RUBENS PEREIRA JÚNIOR,PCdoB,MA,http://www.camara.leg.br/internet/deputado/bandep/178887.jpg
SÁGUAS MORAES,PT,MT,http://www.camara.leg.br/internet/deputado/bandep/160630.jpg
SAMUEL MOREIRA,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/178990.jpg
SANDES JÚNIOR,PP,GO,http://www.camara.leg.br/internet/deputado/bandep/74372.jpg
SANDRO ALEX,PSD,PR,http://www.camara.leg.br/internet/deputado/bandep/160621.jpg
SARAIVA FELIPE,MDB,MG,http://www.camara.leg.br/internet/deputado/bandep/74762.jpg
SARNEY FILHO,PV,MA,http://www.camara.leg.br/internet/deputado/bandep/74210.jpg
SEBASTIÃO OLIVEIRA,PR,PE,http://www.camara.leg.br/internet/deputado/bandep/178921.jpg
SÉRGIO BRITO,PSD,BA,http://www.camara.leg.br/internet/deputado/bandep/73808.jpg
SÉRGIO MORAES,PTB,RS,http://www.camara.leg.br/internet/deputado/bandep/141542.jpg
SÉRGIO REIS,PRB,SP,http://www.camara.leg.br/internet/deputado/bandep/178991.jpg
SERGIO SOUZA,MDB,PR,http://www.camara.leg.br/internet/deputado/bandep/178933.jpg
SERGIO VIDIGAL,PDT,ES,http://www.camara.leg.br/internet/deputado/bandep/178874.jpg
SERGIO ZVEITER,DEM,RJ,http://www.camara.leg.br/internet/deputado/bandep/160612.jpg
SHÉRIDAN,PSDB,RR,http://www.camara.leg.br/internet/deputado/bandep/178961.jpg
SIBÁ MACHADO,PT,AC,http://www.camara.leg.br/internet/deputado/bandep/160613.jpg
SILAS CÂMARA,PRB,AM,http://www.camara.leg.br/internet/deputado/bandep/74356.jpg
SILVIO COSTA,AVANTE,PE,http://www.camara.leg.br/internet/deputado/bandep/4930.jpg
SILVIO TORRES,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/73560.jpg
SIMÃO SESSIM,PP,RJ,http://www.camara.leg.br/internet/deputado/bandep/73424.jpg
SIMONE MORGADO,MDB,PA,http://www.camara.leg.br/internet/deputado/bandep/178911.jpg
SORAYA SANTOS,PR,RJ,http://www.camara.leg.br/internet/deputado/bandep/178946.jpg
SÓSTENES CAVALCANTE,DEM,RJ,http://www.camara.leg.br/internet/deputado/bandep/178947.jpg
STEFANO AGUIAR,PSD,MG,http://www.camara.leg.br/internet/deputado/bandep/92776.jpg
SUBTENENTE GONZAGA,PDT,MG,http://www.camara.leg.br/internet/deputado/bandep/177282.jpg
TADEU ALENCAR,PSB,PE,http://www.camara.leg.br/internet/deputado/bandep/178922.jpg
TAKAYAMA,PSC,PR,http://www.camara.leg.br/internet/deputado/bandep/74385.jpg
TENENTE LÚCIO,PR,MG,http://www.camara.leg.br/internet/deputado/bandep/178898.jpg
TEREZA CRISTINA,DEM,MS,http://www.camara.leg.br/internet/deputado/bandep/178901.jpg
THIAGO PEIXOTO,PSD,GO,http://www.camara.leg.br/internet/deputado/bandep/160617.jpg
TIA ERON,PRB,BA,http://www.camara.leg.br/internet/deputado/bandep/178862.jpg
TIRIRICA,PR,SP,http://www.camara.leg.br/internet/deputado/bandep/160976.jpg
TONINHO PINHEIRO,PP,MG,http://www.camara.leg.br/internet/deputado/bandep/160611.jpg
TONINHO WANDSCHEER,PROS,PR,http://www.camara.leg.br/internet/deputado/bandep/178934.jpg
ULDURICO JUNIOR,PPL,BA,http://www.camara.leg.br/internet/deputado/bandep/178863.jpg
VAIDON OLIVEIRA,PROS,CE,http://www.camara.leg.br/internet/deputado/bandep/195866.jpg
VALADARES FILHO,PSB,SE,http://www.camara.leg.br/internet/deputado/bandep/141384.jpg
VALDIR COLATTO,MDB,SC,http://www.camara.leg.br/internet/deputado/bandep/74010.jpg
VALMIR ASSUNÇÃO,PT,BA,http://www.camara.leg.br/internet/deputado/bandep/160610.jpg
VALMIR PRASCIDELLI,PT,SP,http://www.camara.leg.br/internet/deputado/bandep/113247.jpg
VALTENIR PEREIRA,MDB,MT,http://www.camara.leg.br/internet/deputado/bandep/141552.jpg
VANDER LOUBET,PT,MS,http://www.camara.leg.br/internet/deputado/bandep/74376.jpg
VANDERLEI MACRIS,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/141553.jpg
VENEZIANO VITAL DO RÊGO,PSB,PB,http://www.camara.leg.br/internet/deputado/bandep/178913.jpg
VICENTE ARRUDA,PR,CE,http://www.camara.leg.br/internet/deputado/bandep/74308.jpg
VICENTE CANDIDO,PT,SP,http://www.camara.leg.br/internet/deputado/bandep/160622.jpg
VICENTINHO,PT,SP,http://www.camara.leg.br/internet/deputado/bandep/74283.jpg
VICENTINHO JÚNIOR,PR,TO,http://www.camara.leg.br/internet/deputado/bandep/137070.jpg
VICTOR MENDES,MDB,MA,http://www.camara.leg.br/internet/deputado/bandep/178888.jpg
VINICIUS CARVALHO,PRB,SP,http://www.camara.leg.br/internet/deputado/bandep/141555.jpg
VINICIUS GURGEL,PR,AP,http://www.camara.leg.br/internet/deputado/bandep/160591.jpg
VITOR LIPPI,PSDB,SP,http://www.camara.leg.br/internet/deputado/bandep/178992.jpg
VITOR PAULO,PRB,DF,http://www.camara.leg.br/internet/deputado/bandep/92355.jpg
VITOR VALIM,PROS,CE,http://www.camara.leg.br/internet/deputado/bandep/178869.jpg
WADIH DAMOUS,PT,RJ,http://www.camara.leg.br/internet/deputado/bandep/189593.jpg
WALDENOR PEREIRA,PT,BA,http://www.camara.leg.br/internet/deputado/bandep/160569.jpg
WALDIR MARANHÃO,PSDB,MA,http://www.camara.leg.br/internet/deputado/bandep/141558.jpg
WALNEY ROCHA,PATRI,RJ,http://www.camara.leg.br/internet/deputado/bandep/160631.jpg
WALTER ALVES,MDB,RN,http://www.camara.leg.br/internet/deputado/bandep/178952.jpg
WALTER IHOSHI,PSD,SP,http://www.camara.leg.br/internet/deputado/bandep/141560.jpg
WELITON PRADO,PROS,MG,http://www.camara.leg.br/internet/deputado/bandep/160518.jpg
WELLINGTON ROBERTO,PR,PB,http://www.camara.leg.br/internet/deputado/bandep/74043.jpg
WEVERTON ROCHA,PDT,MA,http://www.camara.leg.br/internet/deputado/bandep/167493.jpg
WILSON FILHO,PTB,PB,http://www.camara.leg.br/internet/deputado/bandep/160636.jpg
WLADIMIR COSTA,SD,PA,http://www.camara.leg.br/internet/deputado/bandep/73930.jpg
WOLNEY QUEIROZ,PDT,PE,http://www.camara.leg.br/internet/deputado/bandep/74439.jpg
YEDA CRUSIUS,PSDB,RS,http://www.camara.leg.br/internet/deputado/bandep/73992.jpg
ZÉ CARLOS,PT,MA,http://www.camara.leg.br/internet/deputado/bandep/178889.jpg
ZÉ GERALDO,PT,PA,http://www.camara.leg.br/internet/deputado/bandep/73931.jpg
ZÉ SILVA,SD,MG,http://www.camara.leg.br/internet/deputado/bandep/160632.jpg
ZECA CAVALCANTI,PTB,PE,http://www.camara.leg.br/internet/deputado/bandep/178923.jpg
ZECA DIRCEU,PT,PR,http://www.camara.leg.br/internet/deputado/bandep/160592.jpg
ZECA DO PT,PT,MS,http://www.camara.leg.br/internet/deputado/bandep/178902.jpg
ZENAIDE MAIA,PHS,RN,http://www.camara.leg.br/internet/deputado/bandep/178949.jpg
